Name,Length
ENSMUST00000346650,424
ENSMUST00000125173,550
ENSMUST00000346649,541
ENSMUST00000346655,834
ENSMUST00000346654,1144
ENSMUST00000346652,755
ENSMUST00000346653,482
ENSMUST00000346651,424
ENSMUST00000346646,358
ENSMUST000000280765,4917
ENSMUST00000150422,611
ENSMUST00000114671,5063
ENSMUST00000154041,825
ENSMUST00000114680,3543
ENSMUST00000133649,637
ENSMUST00000153279,651
ENSMUST00000155352,245
ENSMUST00000148229,500
ENSMUST00000114669,3865
ENSMUST00000149786,509
ENSMUST00000247641,344
ENSMUST00000183376,58
ENSMUST00020183038,126
ENSMUST00000083030,105
ENSMUST00000118087,414
ENSMUST00000148401,456
ENSMUST000000914182,5070
ENSMUST00000172210,720
ENSMUST00000166495,5497
ENSMUST00000163130,1490
ENSMUST000000280723,1876
ENSMUST00000168723,1175
ENSMUST00000164835,746
ENSMUST00000164606,2850
ENSMUST00000153055,1001
ENSMUST00000165793,749
ENSMUST00000120519,479
ENSMUST00000118436,411
ENSMUST00000347994,485
ENSMUST00000120891,73
ENSMUST00000353599,778
ENSMUST00000117996,317
ENSMUST00000264434,1432
ENSMUST00000264435,908
ENSMUST00000264437,292
ENSMUST00000264436,909
ENSMUST00000117515,262
ENSMUST00000061158,935
ENSMUST00000151974,399
ENSMUST00000133828,792
ENSMUST00000154519,786
ENSMUST00000137317,377
ENSMUST00000131369,622
ENSMUST00000133685,431
ENSMUST00000137817,524
ENSMUST00000130537,544
ENSMUST00000150590,499
ENSMUST00000151230,677
ENSMUST000000280713,3594
ENSMUST00000132014,464
ENSMUST00000150834,521
ENSMUST000000519293,2747
ENSMUST00000156284,713
ENSMUST00000134734,426
ENSMUST00000147365,359
ENSMUST00000137796,723
ENSMUST00000138017,686
ENSMUST000000951320,2458
ENSMUST00000173763,626
ENSMUST00000342876,1176
ENSMUST00000174811,1384
ENSMUST00000369055,1535
ENSMUST00000369056,1260
ENSMUST00000369057,618
ENSMUST00000369058,1886
ENSMUST00000245548,762
ENSMUST00000119424,781
ENSMUST00000181515,2574
ENSMUST00000321011,957
ENSMUST00000321012,802
ENSMUST00000273305,610
ENSMUST00000273306,538
ENSMUST000000069122,3477
ENSMUST00000148583,317
ENSMUST00000152981,641
ENSMUST00000277414,456
ENSMUST00000238778,2419
ENSMUST00000028069,1459
ENSMUST00000376793,541
ENSMUST00000376794,528
ENSMUST00000376795,472
ENSMUST00000376796,551
ENSMUST00000376798,1127
ENSMUST00000376797,608
ENSMUST00000374991,523
ENSMUST00000120451,1398
ENSMUST00000298171,465
ENSMUST00000298168,315
ENSMUST00000298169,511
ENSMUST00000298167,327
ENSMUST00000298172,488
ENSMUST00000298170,332
ENSMUST00000114640,2818
ENSMUST00000049255,2782
ENSMUST00000263153,462
ENSMUST00000263154,364
ENSMUST00000314602,597
ENSMUST00000314615,632
ENSMUST00000314604,546
ENSMUST00000314605,586
ENSMUST00000314606,538
ENSMUST00000314607,657
ENSMUST00000314603,543
ENSMUST00000314608,629
ENSMUST00000314597,619
ENSMUST00000314609,630
ENSMUST00000314611,1168
ENSMUST00000314582,1381
ENSMUST00000314612,1169
ENSMUST00000314613,1240
ENSMUST00000314610,1125
ENSMUST00000136456,2055
ENSMUST00000141289,1490
ENSMUST00000314614,1069
ENSMUST00000314598,1219
ENSMUST00000314599,1223
ENSMUST00000314600,1252
ENSMUST00000314583,2253
ENSMUST00000314623,1150
ENSMUST00000314584,2148
ENSMUST00000243017,2129
ENSMUST00000247649,2124
ENSMUST00000314616,753
ENSMUST00000247015,2223
ENSMUST000001505140,2349
ENSMUST00000314585,1971
ENSMUST00000247163,1950
ENSMUST00000314624,807
ENSMUST00000247316,1797
ENSMUST00000314594,873
ENSMUST00000314586,1717
ENSMUST00000242211,1832
ENSMUST00000314625,745
ENSMUST00000243928,1892
ENSMUST00000314587,1756
ENSMUST00000314581,2435
ENSMUST00000246641,1895
ENSMUST00000245799,1902
ENSMUST00000314592,1926
ENSMUST00000246840,2004
ENSMUST00000314588,1893
ENSMUST00000314596,1165
ENSMUST00000314589,1832
ENSMUST00000314590,1895
ENSMUST00000314617,592
ENSMUST00000314591,1803
ENSMUST00000314580,2206
ENSMUST00000314595,1117
ENSMUST00000247628,4088
ENSMUST00000314593,1740
ENSMUST00000314601,644
ENSMUST00000314631,327
ENSMUST00000314622,352
ENSMUST00000314618,553
ENSMUST00000314619,403
ENSMUST00000314620,490
ENSMUST00000314621,549
ENSMUST00000314626,417
ENSMUST00000314627,476
ENSMUST00000314628,405
ENSMUST00000314629,384
ENSMUST00000314630,448
ENSMUST00000137812,249
ENSMUST00000023856,1196
ENSMUST00000126894,326
ENSMUST00000153289,417
ENSMUST00000314823,1016
ENSMUST00000209205,1638
ENSMUST00000314824,503
ENSMUST00000137714,1557
ENSMUST00000122978,916
ENSMUST00000028068,1508
ENSMUST00000252684,528
ENSMUST00000252683,2401
ENSMUST00000070378,1324
ENSMUST00000149577,1299
ENSMUST00000243881,1173
ENSMUST00000062060,2008
ENSMUST00000131199,1516
ENSMUST00000121928,228
ENSMUST00000265795,628
ENSMUST00000265796,928
ENSMUST00000265797,758
ENSMUST00000265798,763
ENSMUST00000265800,663
ENSMUST00000265799,836
ENSMUST00000265801,722
ENSMUST00000352963,403
ENSMUST00000352961,657
ENSMUST00000352958,545
ENSMUST00000352959,370
ENSMUST00000147324,690
ENSMUST00000352964,637
ENSMUST00000352965,615
ENSMUST00000352960,584
ENSMUST00000352962,536
ENSMUST00000352966,585
ENSMUST00000352957,325
ENSMUST00000352967,715
ENSMUST00000352969,746
ENSMUST00000352968,662
ENSMUST00000352970,1078
ENSMUST00000352971,446
ENSMUST00000352973,359
ENSMUST00000352972,482
ENSMUST00000353259,342
ENSMUST00000353260,640
ENSMUST00000353261,624
ENSMUST00000116474,105
ENSMUST00000052168,2832
ENSMUST00000135767,3984
ENSMUST00000120298,1353
ENSMUST00000104154,132
ENSMUST00000375005,598
ENSMUST00020182504,76
ENSMUST00000114610,2863
ENSMUST00000146881,756
ENSMUST00000114627,7413
ENSMUST00000131714,591
ENSMUST00000238889,1391
ENSMUST000000455551,5931
ENSMUST00000114614,5898
ENSMUST00000114604,4786
ENSMUST00000146613,3074
ENSMUST000000665090,7197
ENSMUST00000129278,477
ENSMUST00000123383,514
ENSMUST00000136870,690
ENSMUST00000125556,666
ENSMUST00000146488,2507
ENSMUST00000125772,4704
ENSMUST00000114607,3055
ENSMUST00000114606,5284
ENSMUST00000114608,6635
ENSMUST00000139531,407
ENSMUST00000156587,2386
ENSMUST00020182403,91
ENSMUST00000119977,1431
ENSMUST00000122008,522
ENSMUST00000121607,799
ENSMUST00000259169,1270
ENSMUST00000259171,1059
ENSMUST00000259170,1079
ENSMUST00000259349,512
ENSMUST00000259353,285
ENSMUST00000259351,439
ENSMUST00000259352,780
ENSMUST00000120816,1020
ENSMUST00000083319,107
ENSMUST00000168048,534
ENSMUST00000129994,471
ENSMUST00020182051,89
ENSMUST00000247665,353
ENSMUST00000137186,839
ENSMUST00000276771,799
ENSMUST00000154230,6972
ENSMUST00000114594,7351
ENSMUST00000173194,6920
ENSMUST00000141298,6339
ENSMUST00000131542,644
ENSMUST00000174584,4299
ENSMUST00000127512,884
ENSMUST00000143491,712
ENSMUST00000136241,323
ENSMUST00000174825,569
ENSMUST00000173784,1189
ENSMUST00000154657,799
ENSMUST00000156142,697
ENSMUST00000140230,489
ENSMUST00000125783,549
ENSMUST00000131394,165
ENSMUST00000173566,444
ENSMUST00000173654,424
ENSMUST00000124322,718
ENSMUST00000284076,661
ENSMUST00000284074,1022
ENSMUST00000284075,951
ENSMUST00000242094,1236
ENSMUST00000126967,1323
ENSMUST00000241102,1353
ENSMUST00000284439,511
ENSMUST00000245716,667
ENSMUST00000137984,683
ENSMUST00000128743,450
ENSMUST00000363109,366
ENSMUST00000363315,601
ENSMUST00020181747,131
ENSMUST00000027992,1199
ENSMUST00000147793,708
ENSMUST00000156248,619
ENSMUST00020183215,177
ENSMUST000000545910,3899
ENSMUST00000102952,1679
ENSMUST00000138965,583
ENSMUST00000138914,527
ENSMUST00000102951,1707
ENSMUST00000117483,336
ENSMUST00000259220,725
ENSMUST00000259905,304
ENSMUST00000259904,273
ENSMUST00000133391,2741
ENSMUST00000364757,1283
ENSMUST00000055946,7171
ENSMUST00000155760,3580
ENSMUST00000118053,621
ENSMUST00000104384,123
ENSMUST00000348195,827
ENSMUST00000348185,756
ENSMUST00000348196,485
ENSMUST00000348186,1095
ENSMUST00000348197,456
ENSMUST00000348188,813
ENSMUST00000348187,485
ENSMUST00000348191,951
ENSMUST00000348190,658
ENSMUST00000348189,995
ENSMUST00000348193,680
ENSMUST00000348194,703
ENSMUST00000348192,1034
ENSMUST00000348199,1189
ENSMUST00000348198,1167
ENSMUST00000348202,680
ENSMUST00000348200,700
ENSMUST00000348201,1015
ENSMUST00000348433,370
ENSMUST00000314734,512
ENSMUST00000314733,615
ENSMUST00000314735,414
ENSMUST00000314736,651
ENSMUST00000119183,1594
ENSMUST00000138850,1648
ENSMUST00000142435,2831
ENSMUST00000138863,5038
ENSMUST00000153002,5044
ENSMUST00000149423,4818
ENSMUST00000121055,207
ENSMUST00000120780,672
ENSMUST00000117219,1545
ENSMUST00000120651,510
ENSMUST00000377163,93
ENSMUST00000028123,5744
ENSMUST00000156728,721
ENSMUST00000198710,68
ENSMUST00020183375,95
ENSMUST00000120235,361
ENSMUST00000359657,364
ENSMUST00000359656,661
ENSMUST00000359658,547
ENSMUST00000359655,482
ENSMUST00000359654,461
ENSMUST00000169209,670
ENSMUST00000360470,620
ENSMUST00000360472,405
ENSMUST00000360471,470
ENSMUST00000135792,1432
ENSMUST00000360473,436
ENSMUST00000121678,335
ENSMUST00000246667,1763
ENSMUST00000131195,1356
ENSMUST000000142905,2773
ENSMUST00000148315,4061
ENSMUST00000132993,2276
ENSMUST00000360370,352
ENSMUST00000359954,273
ENSMUST00000359955,367
ENSMUST00000359956,760
ENSMUST00000359953,782
ENSMUST00000359952,892
ENSMUST00000359951,984
ENSMUST00000359957,1844
ENSMUST00000148072,741
ENSMUST000000537294,1642
ENSMUST00000152170,1538
ENSMUST00000135621,352
ENSMUST00000141215,486
ENSMUST00000139472,1950
ENSMUST00000149229,629
ENSMUST00020183157,120
ENSMUST00000121960,540
ENSMUST00000126112,3360
ENSMUST00000140164,3403
ENSMUST00000149719,3303
ENSMUST00000123948,3067
ENSMUST00000153931,2729
ENSMUST000000913943,3023
ENSMUST00000139038,2899
ENSMUST000001145440,2790
ENSMUST000000789774,3027
ENSMUST000000931713,2411
ENSMUST00000178908,2239
ENSMUST00000135308,875
ENSMUST00000148294,541
ENSMUST00000156344,503
ENSMUST00000154162,672
ENSMUST00000360838,675
ENSMUST00000360148,1176
ENSMUST00000360149,1052
ENSMUST00000120528,537
ENSMUST00000227663,4566
ENSMUST000000281215,3630
ENSMUST00000227809,1986
ENSMUST00000144088,488
ENSMUST00000226571,3802
ENSMUST00000228778,1410
ENSMUST000001145290,3630
ENSMUST00000114526,3725
ENSMUST00000228050,4804
ENSMUST00000228891,570
ENSMUST000001145230,3632
ENSMUST00000155602,1712
ENSMUST00000228856,2287
ENSMUST00000226938,1438
ENSMUST00000227816,615
ENSMUST00000226252,1072
ENSMUST00000227489,3359
ENSMUST00000227612,1787
ENSMUST00000028119,5590
ENSMUST00000136207,1201
ENSMUST00000263554,502
ENSMUST00000028117,4707
ENSMUST00000125004,2769
ENSMUST00000149240,628
ENSMUST00000147750,563
ENSMUST00000148616,662
ENSMUST00000134342,869
ENSMUST00000117205,888
ENSMUST00000268594,531
ENSMUST000000281130,1842
ENSMUST00000114505,1392
ENSMUST00000118834,504
ENSMUST00000268025,629
ENSMUST00000268029,477
ENSMUST00000268028,413
ENSMUST00000268027,550
ENSMUST00000268026,476
ENSMUST00000268043,1435
ENSMUST00000268030,797
ENSMUST00000268035,511
ENSMUST00000268034,566
ENSMUST00000268033,709
ENSMUST00000268032,729
ENSMUST00000268031,776
ENSMUST00000268039,521
ENSMUST00000268040,635
ENSMUST00000268038,825
ENSMUST00000268037,711
ENSMUST00000268036,603
ENSMUST00000268041,613
ENSMUST00000268042,439
ENSMUST00000268246,622
ENSMUST00000268245,1277
ENSMUST00000102945,2579
ENSMUST00000192063,1518
ENSMUST00000132484,6595
ENSMUST000000281101,2078
ENSMUST00000132827,1516
ENSMUST00000195415,3690
ENSMUST00000136290,245
ENSMUST00000123843,685
ENSMUST00000117500,448
ENSMUST00000253501,768
ENSMUST00000121498,904
ENSMUST00000298463,384
ENSMUST00000298462,707
ENSMUST00020182741,175
ENSMUST00000117708,150
ENSMUST00000374151,304
ENSMUST000000514162,1656
ENSMUST00000114498,1632
ENSMUST00000114497,994
ENSMUST00000080453,1379
ENSMUST00000153338,1119
ENSMUST00000028363,1217
ENSMUST00000117058,1415
ENSMUST00000340070,469
ENSMUST00000057567,1648
ENSMUST00000028361,883
ENSMUST00000144442,479
ENSMUST00000192292,1784
ENSMUST00000122072,546
ENSMUST00000168941,1722
ENSMUST00000028360,2842
ENSMUST00000123053,347
ENSMUST00000195464,1808
ENSMUST00000114490,1403
ENSMUST00000147885,1392
ENSMUST00000123577,859
ENSMUST00000058056,538
ENSMUST00000149429,493
ENSMUST00000114487,2474
ENSMUST00000114486,2554
ENSMUST00000142093,321
ENSMUST00000114485,728
ENSMUST00000114482,1986
ENSMUST00000143423,636
ENSMUST00000140547,460
ENSMUST00000102942,11265
ENSMUST000000566415,4748
ENSMUST00000142522,679
ENSMUST00000133730,475
ENSMUST00000131930,632
ENSMUST00000127242,711
ENSMUST00000166388,4181
ENSMUST00000140303,305
ENSMUST00000132924,233
ENSMUST00000308643,302
ENSMUST000000283551,2560
ENSMUST00000149860,345
ENSMUST00000149294,1236
ENSMUST00000153601,1226
ENSMUST000001362280,1381
ENSMUST00000153535,626
ENSMUST00000133746,554
ENSMUST00000152614,3386
ENSMUST00000135829,565
ENSMUST00000131886,3089
ENSMUST00000187034,2416
ENSMUST00000370461,482
ENSMUST00000370463,664
ENSMUST00000370462,550
ENSMUST00000370464,498
ENSMUST00000370465,515
ENSMUST00000370466,534
ENSMUST00000370467,611
ENSMUST00000184217,586
ENSMUST00000324258,1842
ENSMUST00000119097,944
ENSMUST00000260572,486
ENSMUST00000155475,533
ENSMUST00000194131,2660
ENSMUST00000117264,1612
ENSMUST00020181679,325
ENSMUST000000708644,9655
ENSMUST00000102939,9736
ENSMUST00000131861,523
ENSMUST000000413422,6984
ENSMUST00000114447,6987
ENSMUST00000133892,684
ENSMUST00000125798,949
ENSMUST00000155356,332
ENSMUST00000124183,308
ENSMUST00000121558,646
ENSMUST00000271394,896
ENSMUST00000147147,5953
ENSMUST00000134775,1971
ENSMUST000000462272,4554
ENSMUST00000114432,4539
ENSMUST000001029380,4680
ENSMUST000000913481,4615
ENSMUST00000138805,811
ENSMUST00000152636,865
ENSMUST00000144672,416
ENSMUST00000200655,2582
ENSMUST00000150836,756
ENSMUST00000139000,3651
ENSMUST00000207383,695
ENSMUST00000152325,671
ENSMUST00000198923,764
ENSMUST00000152161,1121
ENSMUST00000150379,884
ENSMUST00000299453,730
ENSMUST00000192397,1798
ENSMUST00000192134,4419
ENSMUST000001029350,1574
ENSMUST000000283494,1666
ENSMUST00000155953,1590
ENSMUST00000144963,903
ENSMUST00000129784,974
ENSMUST00000142887,902
ENSMUST00000152240,775
ENSMUST00000133934,662
ENSMUST00000155525,437
ENSMUST00000132074,253
ENSMUST00000156706,338
ENSMUST00000133396,717
ENSMUST00020181858,126
ENSMUST00000028350,3903
ENSMUST00000148042,1103
ENSMUST00000028351,1666
ENSMUST00000126909,1554
ENSMUST00000135339,817
ENSMUST00000143253,760
ENSMUST00000153375,300
ENSMUST00000146382,2296
ENSMUST00000124383,553
ENSMUST00000045604,776
ENSMUST00000194392,401
ENSMUST000000452954,4574
ENSMUST00000137913,4616
ENSMUST00000153618,630
ENSMUST00000152777,812
ENSMUST00000139031,378
ENSMUST00000139643,2990
ENSMUST00000142139,651
ENSMUST00000145508,756
ENSMUST00000146153,561
ENSMUST00000132082,2018
ENSMUST00000154359,457
ENSMUST00000155601,715
ENSMUST00000128517,493
ENSMUST00000138536,810
ENSMUST00000141584,530
ENSMUST00000121309,483
ENSMUST00000119442,987
ENSMUST00000083864,107
ENSMUST00000158888,104
ENSMUST000001003341,2957
ENSMUST00000152122,858
ENSMUST000001165740,2863
ENSMUST000000066465,2922
ENSMUST00000141866,1571
ENSMUST00000155909,364
ENSMUST000001029311,2830
ENSMUST000000744224,2824
ENSMUST00000132172,427
ENSMUST00000114388,2781
ENSMUST00000140737,862
ENSMUST00000144520,2466
ENSMUST00000114386,2685
ENSMUST00000135328,504
ENSMUST00000134744,1959
ENSMUST00000140733,854
ENSMUST00000152506,581
ENSMUST00000124309,456
ENSMUST00020181814,67
ENSMUST00000184681,63
ENSMUST00000295016,1106
ENSMUST00000295015,934
ENSMUST00000295014,1191
ENSMUST00000247639,720
ENSMUST00000295017,558
ENSMUST00000295021,538
ENSMUST00000295025,391
ENSMUST00000295022,436
ENSMUST00000295018,594
ENSMUST00000295024,510
ENSMUST00000295023,405
ENSMUST00000295020,232
ENSMUST00000295019,439
ENSMUST00000135004,558
ENSMUST000000440780,2299
ENSMUST00000114380,2301
ENSMUST00000152326,1823
ENSMUST00000149470,1755
ENSMUST00000114376,1942
ENSMUST00000150625,458
ENSMUST00000127384,798
ENSMUST00000114373,1575
ENSMUST00000044018,1617
ENSMUST00000309784,545
ENSMUST00000238850,1981
ENSMUST00000123483,1767
ENSMUST00000317195,1667
ENSMUST00000317196,1054
ENSMUST00000317197,1035
ENSMUST00000317198,903
ENSMUST00000317199,847
ENSMUST00000131147,2646
ENSMUST00000317200,830
ENSMUST00000149619,659
ENSMUST00000104999,2582
ENSMUST00000195193,2051
ENSMUST00000375112,786
ENSMUST00000375113,852
ENSMUST00000375114,943
ENSMUST00000081869,3255
ENSMUST00000142857,774
ENSMUST00000137920,360
ENSMUST00000278114,1595
ENSMUST000000598495,2637
ENSMUST00000128876,2754
ENSMUST00000129140,1233
ENSMUST00000124900,432
ENSMUST00000146729,494
ENSMUST00000140934,612
ENSMUST00000138199,552
ENSMUST00000147890,753
ENSMUST00000082985,105
ENSMUST00000155706,1329
ENSMUST00000124661,1870
ENSMUST000000437741,1430
ENSMUST00000114363,1234
ENSMUST00000149509,897
ENSMUST00000347305,797
ENSMUST00000347306,715
ENSMUST00000028346,1125
ENSMUST00000139988,254
ENSMUST00000043584,1598
ENSMUST00000145607,831
ENSMUST00000373218,989
ENSMUST00000373016,303
ENSMUST00000373017,419
ENSMUST00000006638,2183
ENSMUST00000124146,628
ENSMUST00000155420,667
ENSMUST00000144884,653
ENSMUST00000137482,561
ENSMUST00000152997,550
ENSMUST00000142095,451
ENSMUST00000091318,2021
ENSMUST00000205192,1707
ENSMUST00000043379,873
ENSMUST00000186719,909
ENSMUST00000114356,509
ENSMUST00000371433,482
ENSMUST00000371434,472
ENSMUST00000114355,1333
ENSMUST00000060818,1137
ENSMUST00000228627,2045
ENSMUST000001003290,4517
ENSMUST00000114349,2336
ENSMUST00000148589,2362
ENSMUST00000129705,713
ENSMUST00000141808,673
ENSMUST00000123472,494
ENSMUST00000147866,702
ENSMUST00000132591,725
ENSMUST00000137355,454
ENSMUST00000132128,738
ENSMUST00000228052,3210
ENSMUST00000104998,854
ENSMUST00000114336,2787
ENSMUST00000137361,441
ENSMUST00000141509,311
ENSMUST00000155738,464
ENSMUST00000133697,845
ENSMUST00000028342,862
ENSMUST00000141470,1006
ENSMUST00000127176,530
ENSMUST000000283411,3004
ENSMUST00000129265,1332
ENSMUST00000129300,555
ENSMUST00000125885,572
ENSMUST00000370827,255
ENSMUST00000370828,336
ENSMUST00000028340,516
ENSMUST00000144102,326
ENSMUST00000028337,1190
ENSMUST000001143180,3920
ENSMUST000001143100,4276
ENSMUST000001143080,4165
ENSMUST000001143170,3809
ENSMUST000000283353,4238
ENSMUST000001143140,3882
ENSMUST00000114307,4127
ENSMUST00000114312,3838
ENSMUST00000127171,527
ENSMUST00000135426,456
ENSMUST00000153465,634
ENSMUST00000153551,731
ENSMUST00000155627,3437
ENSMUST00000144402,3024
ENSMUST00000129723,2891
ENSMUST00000264230,1710
ENSMUST00000264231,1526
ENSMUST00000136245,792
ENSMUST00000042390,3755
ENSMUST00000149464,2030
ENSMUST00000152245,370
ENSMUST00000131826,746
ENSMUST00000126210,415
ENSMUST00020182236,95
ENSMUST00000380865,502
ENSMUST00000139108,2167
ENSMUST00000139971,3017
ENSMUST00000149953,466
ENSMUST00000028332,1682
ENSMUST00000133253,902
ENSMUST00000144218,1159
ENSMUST00000131665,958
ENSMUST00000135473,665
ENSMUST00000150305,650
ENSMUST00000125248,542
ENSMUST00000241176,1631
ENSMUST00000285722,916
ENSMUST00000285723,1216
ENSMUST00000285725,327
ENSMUST00000285724,457
ENSMUST00000285726,835
ENSMUST00000102925,3349
ENSMUST00000138985,399
ENSMUST00000151131,1353
ENSMUST00000131025,652
ENSMUST00000146226,385
ENSMUST00000152537,621
ENSMUST000000283293,3121
ENSMUST00000114293,1600
ENSMUST00000100323,1761
ENSMUST00000155310,932
ENSMUST00000137171,535
ENSMUST00000132539,791
ENSMUST00000129214,753
ENSMUST00000028328,1935
ENSMUST00000148859,1784
ENSMUST00000140590,495
ENSMUST00000124277,738
ENSMUST00000132287,757
ENSMUST000000714422,1485
ENSMUST00000144413,893
ENSMUST00000154809,510
ENSMUST000000559214,1412
ENSMUST00000141567,754
ENSMUST00000141106,627
ENSMUST00000156824,645
ENSMUST00000136138,1510
ENSMUST00000133409,1128
ENSMUST00000131185,1119
ENSMUST00000128144,1159
ENSMUST00000138651,497
ENSMUST00000134259,676
ENSMUST00000100320,2076
ENSMUST00000114278,1990
ENSMUST00000041654,1970
ENSMUST00000142156,337
ENSMUST00000102919,8033
ENSMUST00000150550,759
ENSMUST00000143075,519
ENSMUST00000125520,710
ENSMUST00000149385,804
ENSMUST00000144560,530
ENSMUST00000141065,535
ENSMUST00000199405,56
ENSMUST00000132596,608
ENSMUST00000133919,1254
ENSMUST00000132561,610
ENSMUST00000114261,981
ENSMUST00000135915,896
ENSMUST00000141613,554
ENSMUST00000130130,744
ENSMUST00000125710,917
ENSMUST00000124172,1245
ENSMUST00000151239,592
ENSMUST00000138079,765
ENSMUST00000128560,521
ENSMUST00000123986,532
ENSMUST00000140022,724
ENSMUST00000114265,808
ENSMUST00000102918,791
ENSMUST00000142006,918
ENSMUST00000132311,734
ENSMUST00000143862,362
ENSMUST00000280758,1777
ENSMUST00000114259,775
ENSMUST000000152343,901
ENSMUST00000114251,830
ENSMUST00000144016,1327
ENSMUST00000137417,645
ENSMUST00000241977,648
ENSMUST00000305456,417
ENSMUST00000244508,985
ENSMUST00000245155,423
ENSMUST00000245924,771
ENSMUST00000246450,794
ENSMUST00000305457,335
ENSMUST00000305446,374
ENSMUST00000305464,1646
ENSMUST00000305478,381
ENSMUST00000305449,296
ENSMUST00000305483,473
ENSMUST00000305482,277
ENSMUST00000305480,757
ENSMUST00000305479,386
ENSMUST00000247176,401
ENSMUST00000305476,458
ENSMUST00000305475,710
ENSMUST00000305474,330
ENSMUST00000305473,658
ENSMUST00000305472,571
ENSMUST00000305470,947
ENSMUST00000305471,576
ENSMUST00000243317,395
ENSMUST00000305468,332
ENSMUST00000305467,436
ENSMUST00000305463,528
ENSMUST00000305462,405
ENSMUST00000305461,634
ENSMUST00000305460,423
ENSMUST00000305459,436
ENSMUST00000305458,667
ENSMUST00000305454,519
ENSMUST00000305453,313
ENSMUST00000305450,350
ENSMUST00000305448,320
ENSMUST00000305444,334
ENSMUST00000305481,371
ENSMUST00000305477,496
ENSMUST00000305469,715
ENSMUST00000305455,472
ENSMUST00000305447,520
ENSMUST00000305466,394
ENSMUST00000305452,285
ENSMUST00000305465,516
ENSMUST00000305451,493
ENSMUST000000283123,716
ENSMUST00000114245,619
ENSMUST000000400421,1150
ENSMUST00000015227,822
ENSMUST00000150580,565
ENSMUST00000153139,508
ENSMUST00000149062,868
ENSMUST00000154984,843
ENSMUST00000133255,415
ENSMUST000000152390,2388
ENSMUST00000124258,787
ENSMUST00000126601,986
ENSMUST00000142004,653
ENSMUST00000135511,567
ENSMUST00000129104,785
ENSMUST00000135456,600
ENSMUST00000124375,739
ENSMUST00000148845,870
ENSMUST000000283113,3044
ENSMUST00000151742,4117
ENSMUST00000114234,2151
ENSMUST00000121701,240
ENSMUST00000303402,1435
ENSMUST00000303403,975
ENSMUST00000303404,717
ENSMUST00000303405,956
ENSMUST00000118861,241
ENSMUST00000015236,722
ENSMUST00000153008,765
ENSMUST00000134689,910
ENSMUST00000144395,346
ENSMUST00000142288,710
ENSMUST000000951170,3990
ENSMUST00000114223,3998
ENSMUST00000152237,3388
ENSMUST00000135288,652
ENSMUST00000152124,371
ENSMUST00000142811,746
ENSMUST00000039156,937
ENSMUST00000147096,656
ENSMUST00000114217,4881
ENSMUST00000191602,4812
ENSMUST00000188161,2925
ENSMUST00000187017,369
ENSMUST00000058137,3230
ENSMUST00000150206,3908
ENSMUST00000146012,2190
ENSMUST00000128942,312
ENSMUST00000135084,548
ENSMUST00000143855,600
ENSMUST00000140778,734
ENSMUST00000140635,1165
ENSMUST00000140785,612
ENSMUST00000155684,798
ENSMUST00000127642,1351
ENSMUST00000135799,731
ENSMUST00000373092,235
ENSMUST00000373082,853
ENSMUST00000373083,904
ENSMUST00000373084,682
ENSMUST00000373086,545
ENSMUST00000373087,401
ENSMUST00000373088,447
ENSMUST00000373090,408
ENSMUST00000373085,404
ENSMUST00000373089,418
ENSMUST00000373091,759
ENSMUST00000163217,434
ENSMUST00000247555,655
ENSMUST00000028309,1719
ENSMUST00000129520,2958
ENSMUST000000283081,769
ENSMUST00000142087,795
ENSMUST00000150165,975
ENSMUST00000128149,583
ENSMUST00000132348,229
ENSMUST00000136952,249
ENSMUST00000155893,335
ENSMUST00000028307,1374
ENSMUST00000142371,560
ENSMUST00000297300,318
ENSMUST00000238611,502
ENSMUST00000038482,651
ENSMUST00000253307,604
ENSMUST000001003120,660
ENSMUST000000283063,696
ENSMUST00000100313,660
ENSMUST00000143401,194
ENSMUST00000114199,729
ENSMUST00000059693,1254
ENSMUST00000114197,635
ENSMUST00000139441,504
ENSMUST00000058912,1106
ENSMUST00000077667,744
ENSMUST00000137661,1605
ENSMUST00000151069,1022
ENSMUST00000061483,983
ENSMUST00000114192,732
ENSMUST00000028304,684
ENSMUST00000297703,953
ENSMUST00000297704,406
ENSMUST00000297705,384
ENSMUST00000297706,396
ENSMUST00000143166,566
ENSMUST00000091278,652
ENSMUST00000211245,552
ENSMUST00000153913,596
ENSMUST00000038010,1211
ENSMUST00000130316,448
ENSMUST00000023978,839
ENSMUST00000076989,1289
ENSMUST00000352910,491
ENSMUST00000198204,4714
ENSMUST00000150788,532
ENSMUST00000171268,3771
ENSMUST00000200434,3609
ENSMUST00000114172,5219
ENSMUST00000114170,1673
ENSMUST00000114176,4166
ENSMUST00000131529,6639
ENSMUST000000375803,5881
ENSMUST00000197917,3711
ENSMUST00000138568,3299
ENSMUST00000128502,592
ENSMUST00000153001,990
ENSMUST00000145544,2120
ENSMUST00000199269,795
ENSMUST00000114167,7981
ENSMUST00000143977,5464
ENSMUST00000183461,5090
ENSMUST00000134970,316
ENSMUST00000148146,597
ENSMUST00000134882,3354
ENSMUST00000134054,795
ENSMUST00000151593,530
ENSMUST00000142028,491
ENSMUST00000139937,667
ENSMUST00000127823,378
ENSMUST00000274926,1458
ENSMUST00000274927,809
ENSMUST00000274925,829
ENSMUST00000274928,800
ENSMUST00000274929,292
ENSMUST00000118484,637
