transcript_id,gene_id
ENSMUST00000200392.5,ENSMUSG00000027680.16
ENSMUST00000196519.2,ENSMUSG00000027680.16
ENSMUST00000197853.2,ENSMUSG00000027680.16
ENSMUST00000200425.2,ENSMUSG00000027680.16
ENSMUST00000198616.2,ENSMUSG00000105135.2
ENSMUST00000011029.12,ENSMUSG00000027679.14
ENSMUST00000108195.10,ENSMUSG00000027679.14
ENSMUST00000120805.8,ENSMUSG00000027679.14
ENSMUST00000197111.2,ENSMUSG00000027679.14
ENSMUST00000117223.4,ENSMUSG00000027679.14
ENSMUST00000197014.2,ENSMUSG00000105176.2
ENSMUST00000272506.1,ENSMUSG00000125829.1
ENSMUST00000198032.2,ENSMUSG00000105265.8
ENSMUST00000270789.1,ENSMUSG00000105265.8
ENSMUST00000196793.5,ENSMUSG00000105265.8
ENSMUST00000196243.5,ENSMUSG00000105265.8
ENSMUST00000270840.1,ENSMUSG00000105265.8
ENSMUST00000270846.1,ENSMUSG00000105265.8
ENSMUST00000196058.5,ENSMUSG00000105265.8
ENSMUST00000270845.1,ENSMUSG00000105265.8
ENSMUST00000250024.1,ENSMUSG00000105265.8
ENSMUST00000200625.2,ENSMUSG00000105265.8
ENSMUST00000250025.1,ENSMUSG00000105265.8
ENSMUST00000270778.1,ENSMUSG00000105265.8
ENSMUST00000270802.1,ENSMUSG00000105265.8
ENSMUST00000271749.1,ENSMUSG00000105265.8
ENSMUST00000271756.1,ENSMUSG00000105265.8
ENSMUST00000271750.1,ENSMUSG00000105265.8
ENSMUST00000270828.1,ENSMUSG00000105265.8
ENSMUST00000270829.1,ENSMUSG00000105265.8
ENSMUST00000270801.1,ENSMUSG00000105265.8
ENSMUST00000270787.1,ENSMUSG00000105265.8
ENSMUST00000270773.1,ENSMUSG00000105265.8
ENSMUST00000270772.1,ENSMUSG00000105265.8
ENSMUST00000270767.1,ENSMUSG00000105265.8
ENSMUST00000270766.1,ENSMUSG00000105265.8
ENSMUST00000197258.3,ENSMUSG00000105265.8
ENSMUST00000271751.1,ENSMUSG00000105265.8
ENSMUST00000198924.3,ENSMUSG00000105265.8
ENSMUST00000271752.1,ENSMUSG00000105265.8
ENSMUST00000271753.1,ENSMUSG00000105265.8
ENSMUST00000271754.1,ENSMUSG00000105265.8
ENSMUST00000271755.1,ENSMUSG00000105265.8
ENSMUST00000271757.1,ENSMUSG00000105265.8
ENSMUST00000270842.1,ENSMUSG00000105265.8
ENSMUST00000270844.1,ENSMUSG00000105265.8
ENSMUST00000270769.1,ENSMUSG00000105265.8
ENSMUST00000270835.1,ENSMUSG00000105265.8
ENSMUST00000270838.1,ENSMUSG00000105265.8
ENSMUST00000270836.1,ENSMUSG00000105265.8
ENSMUST00000270770.1,ENSMUSG00000105265.8
ENSMUST00000270839.1,ENSMUSG00000105265.8
ENSMUST00000270837.1,ENSMUSG00000105265.8
ENSMUST00000270827.1,ENSMUSG00000105265.8
ENSMUST00000270776.1,ENSMUSG00000105265.8
ENSMUST00000270821.1,ENSMUSG00000105265.8
ENSMUST00000270777.1,ENSMUSG00000105265.8
ENSMUST00000270771.1,ENSMUSG00000105265.8
ENSMUST00000270775.1,ENSMUSG00000105265.8
ENSMUST00000270774.1,ENSMUSG00000105265.8
ENSMUST00000242326.2,ENSMUSG00000105265.8
ENSMUST00000200414.7,ENSMUSG00000105265.8
ENSMUST00000246089.1,ENSMUSG00000105265.8
ENSMUST00000247166.1,ENSMUSG00000105265.8
ENSMUST00000270805.1,ENSMUSG00000105265.8
ENSMUST00000270804.1,ENSMUSG00000105265.8
ENSMUST00000197977.6,ENSMUSG00000105265.8
ENSMUST00000270847.1,ENSMUSG00000105265.8
ENSMUST00000198170.6,ENSMUSG00000105265.8
ENSMUST00000196795.3,ENSMUSG00000105265.8
ENSMUST00020183076.2,ENSMUSG00000105265.8
ENSMUST00000270806.1,ENSMUSG00000105265.8
ENSMUST00000270807.1,ENSMUSG00000105265.8
ENSMUST00000270780.1,ENSMUSG00000105265.8
ENSMUST00000270781.1,ENSMUSG00000105265.8
ENSMUST00000270785.1,ENSMUSG00000105265.8
ENSMUST00000270782.1,ENSMUSG00000105265.8
ENSMUST00000270783.1,ENSMUSG00000105265.8
ENSMUST00000270820.1,ENSMUSG00000105265.8
ENSMUST00000270784.1,ENSMUSG00000105265.8
ENSMUST00000196987.5,ENSMUSG00000105265.8
ENSMUST00000270791.1,ENSMUSG00000105265.8
ENSMUST00000270792.1,ENSMUSG00000105265.8
ENSMUST00000270790.1,ENSMUSG00000105265.8
ENSMUST00000270793.1,ENSMUSG00000105265.8
ENSMUST00000270832.1,ENSMUSG00000105265.8
ENSMUST00000270794.1,ENSMUSG00000105265.8
ENSMUST00000270833.1,ENSMUSG00000105265.8
ENSMUST00000270831.1,ENSMUSG00000105265.8
ENSMUST00000270799.1,ENSMUSG00000105265.8
ENSMUST00000270797.1,ENSMUSG00000105265.8
ENSMUST00000270796.1,ENSMUSG00000105265.8
ENSMUST00000270795.1,ENSMUSG00000105265.8
ENSMUST00000270798.1,ENSMUSG00000105265.8
ENSMUST00000270822.1,ENSMUSG00000105265.8
ENSMUST00000196850.2,ENSMUSG00000105265.8
ENSMUST00000270815.1,ENSMUSG00000105265.8
ENSMUST00000270816.1,ENSMUSG00000105265.8
ENSMUST00000270817.1,ENSMUSG00000105265.8
ENSMUST00000240827.2,ENSMUSG00000105265.8
ENSMUST00000244023.2,ENSMUSG00000105265.8
ENSMUST00000197103.3,ENSMUSG00000105265.8
ENSMUST00000270812.1,ENSMUSG00000105265.8
ENSMUST00000270809.1,ENSMUSG00000105265.8
ENSMUST00000199171.5,ENSMUSG00000105265.8
ENSMUST00000270813.1,ENSMUSG00000105265.8
ENSMUST00000200092.3,ENSMUSG00000105265.8
ENSMUST00000270810.1,ENSMUSG00000105265.8
ENSMUST00000270814.1,ENSMUSG00000105265.8
ENSMUST00000270788.1,ENSMUSG00000105265.8
ENSMUST00000270825.1,ENSMUSG00000105265.8
ENSMUST00000270823.1,ENSMUSG00000105265.8
ENSMUST00000198758.3,ENSMUSG00000105265.8
ENSMUST00000270830.1,ENSMUSG00000105265.8
ENSMUST00000197697.2,ENSMUSG00000105265.8
ENSMUST00000270834.1,ENSMUSG00000105265.8
ENSMUST00000270841.1,ENSMUSG00000105265.8
ENSMUST00000270843.1,ENSMUSG00000105265.8
ENSMUST00000196289.2,ENSMUSG00000105739.2
ENSMUST00000271179.1,ENSMUSG00000092196.4
ENSMUST00000271178.1,ENSMUSG00000092196.4
ENSMUST00000271188.1,ENSMUSG00000092196.4
ENSMUST00000271160.1,ENSMUSG00000092196.4
ENSMUST00000271159.1,ENSMUSG00000092196.4
ENSMUST00000271190.1,ENSMUSG00000092196.4
ENSMUST00000271161.1,ENSMUSG00000092196.4
ENSMUST00000271162.1,ENSMUSG00000092196.4
ENSMUST00000271189.1,ENSMUSG00000092196.4
ENSMUST00000271163.1,ENSMUSG00000092196.4
ENSMUST00000271194.1,ENSMUSG00000092196.4
ENSMUST00000271193.1,ENSMUSG00000092196.4
ENSMUST00000271165.1,ENSMUSG00000092196.4
ENSMUST00000271164.1,ENSMUSG00000092196.4
ENSMUST00000271192.1,ENSMUSG00000092196.4
ENSMUST00000271166.1,ENSMUSG00000092196.4
ENSMUST00000271167.1,ENSMUSG00000092196.4
ENSMUST00000271168.1,ENSMUSG00000092196.4
ENSMUST00000271171.1,ENSMUSG00000092196.4
ENSMUST00000271170.1,ENSMUSG00000092196.4
ENSMUST00000174005.4,ENSMUSG00000092196.4
ENSMUST00000271169.1,ENSMUSG00000092196.4
ENSMUST00000271172.1,ENSMUSG00000092196.4
ENSMUST00000271173.1,ENSMUSG00000092196.4
ENSMUST00000271174.1,ENSMUSG00000092196.4
ENSMUST00000271175.1,ENSMUSG00000092196.4
ENSMUST00000271176.1,ENSMUSG00000092196.4
ENSMUST00000271177.1,ENSMUSG00000092196.4
ENSMUST00000271182.1,ENSMUSG00000092196.4
ENSMUST00000271180.1,ENSMUSG00000092196.4
ENSMUST00000271181.1,ENSMUSG00000092196.4
ENSMUST00000271183.1,ENSMUSG00000092196.4
ENSMUST00000271187.1,ENSMUSG00000092196.4
ENSMUST00000271186.1,ENSMUSG00000092196.4
ENSMUST00000271185.1,ENSMUSG00000092196.4
ENSMUST00000271184.1,ENSMUSG00000092196.4
ENSMUST00000271191.1,ENSMUSG00000092196.4
ENSMUST00000271925.1,ENSMUSG00000125712.1
ENSMUST00000271924.1,ENSMUSG00000125712.1
ENSMUST00000272258.1,ENSMUSG00000092242.3
ENSMUST00000272259.1,ENSMUSG00000092242.3
ENSMUST00000272251.1,ENSMUSG00000092242.3
ENSMUST00000272249.1,ENSMUSG00000092242.3
ENSMUST00000272260.1,ENSMUSG00000092242.3
ENSMUST00000272264.1,ENSMUSG00000092242.3
ENSMUST00000272250.1,ENSMUSG00000092242.3
ENSMUST00000272265.1,ENSMUSG00000092242.3
ENSMUST00000272263.1,ENSMUSG00000092242.3
ENSMUST00000272262.1,ENSMUSG00000092242.3
ENSMUST00000272261.1,ENSMUSG00000092242.3
ENSMUST00000272256.1,ENSMUSG00000092242.3
ENSMUST00000272255.1,ENSMUSG00000092242.3
ENSMUST00000272254.1,ENSMUSG00000092242.3
ENSMUST00000272253.1,ENSMUSG00000092242.3
ENSMUST00000272252.1,ENSMUSG00000092242.3
ENSMUST00000174440.2,ENSMUSG00000092242.3
ENSMUST00000272257.1,ENSMUSG00000092242.3
ENSMUST00000273807.1,ENSMUSG00000125985.1
ENSMUST00000273806.1,ENSMUSG00000125985.1
ENSMUST00000273808.1,ENSMUSG00000125985.1
ENSMUST00000273516.1,ENSMUSG00000125947.1
ENSMUST00000273517.1,ENSMUSG00000125947.1
ENSMUST00000188411.2,ENSMUSG00000106525.3
ENSMUST00000271444.1,ENSMUSG00000106525.3
ENSMUST00000271445.1,ENSMUSG00000106525.3
ENSMUST00000271443.1,ENSMUSG00000106525.3
ENSMUST00000271441.1,ENSMUSG00000106525.3
ENSMUST00000271442.1,ENSMUSG00000106525.3
ENSMUST00000273245.1,ENSMUSG00000106525.3
ENSMUST00000273244.1,ENSMUSG00000106525.3
ENSMUST00000199445.2,ENSMUSG00000106525.3
ENSMUST00020182144.1,ENSMUSG00002075173.1
ENSMUST00000272088.1,ENSMUSG00000105222.3
ENSMUST00000272095.1,ENSMUSG00000105222.3
ENSMUST00000272094.1,ENSMUSG00000105222.3
ENSMUST00000272091.1,ENSMUSG00000105222.3
ENSMUST00000272089.1,ENSMUSG00000105222.3
ENSMUST00000199244.3,ENSMUSG00000105222.3
ENSMUST00000272087.1,ENSMUSG00000105222.3
ENSMUST00000272086.1,ENSMUSG00000105222.3
ENSMUST00000272092.1,ENSMUSG00000105222.3
ENSMUST00000272090.1,ENSMUSG00000105222.3
ENSMUST00000272093.1,ENSMUSG00000105222.3
ENSMUST00020183317.1,ENSMUSG00002075164.1
ENSMUST00000198006.3,ENSMUSG00000104797.3
ENSMUST00000199482.2,ENSMUSG00000104901.2
ENSMUST00000274425.1,ENSMUSG00000126112.1
ENSMUST00000274835.1,ENSMUSG00000126185.1
ENSMUST00000274278.1,ENSMUSG00000126069.1
ENSMUST00000099151.6,ENSMUSG00000074637.8
ENSMUST00020182624.1,ENSMUSG00002075836.1
ENSMUST00000273985.1,ENSMUSG00000126027.1
ENSMUST00000273988.1,ENSMUSG00000126027.1
ENSMUST00000273986.1,ENSMUSG00000126027.1
ENSMUST00000273984.1,ENSMUSG00000126027.1
ENSMUST00000273987.1,ENSMUSG00000126027.1
ENSMUST00000273989.1,ENSMUSG00000126027.1
ENSMUST00000196779.2,ENSMUSG00000105284.2
ENSMUST00000196308.6,ENSMUSG00000105153.6
ENSMUST00000272951.1,ENSMUSG00000105153.6
ENSMUST00000272950.1,ENSMUSG00000105153.6
ENSMUST00000272948.1,ENSMUSG00000105153.6
ENSMUST00000272949.1,ENSMUSG00000105153.6
ENSMUST00000198364.3,ENSMUSG00000105153.6
ENSMUST00000272952.1,ENSMUSG00000105153.6
ENSMUST00000274623.1,ENSMUSG00000126146.1
ENSMUST00000275181.1,ENSMUSG00000126225.1
ENSMUST00000312998.1,ENSMUSG00000132586.1
ENSMUST00000312997.1,ENSMUSG00000132586.1
ENSMUST00000197492.3,ENSMUSG00000106519.3
ENSMUST00000254160.1,ENSMUSG00000114832.4
ENSMUST00000225372.4,ENSMUSG00000114832.4
ENSMUST00000238679.3,ENSMUSG00000114832.4
ENSMUST00000238705.3,ENSMUSG00000114832.4
ENSMUST00000254170.1,ENSMUSG00000114832.4
ENSMUST00000238622.3,ENSMUSG00000114832.4
ENSMUST00000254164.1,ENSMUSG00000114832.4
ENSMUST00000254161.1,ENSMUSG00000114832.4
ENSMUST00000254168.1,ENSMUSG00000114832.4
ENSMUST00000254178.1,ENSMUSG00000114832.4
ENSMUST00000254162.1,ENSMUSG00000114832.4
ENSMUST00000254167.1,ENSMUSG00000114832.4
ENSMUST00000254165.1,ENSMUSG00000114832.4
ENSMUST00000254163.1,ENSMUSG00000114832.4
ENSMUST00000254180.1,ENSMUSG00000114832.4
ENSMUST00000254171.1,ENSMUSG00000114832.4
ENSMUST00000254172.1,ENSMUSG00000114832.4
ENSMUST00000254166.1,ENSMUSG00000114832.4
ENSMUST00000254174.1,ENSMUSG00000114832.4
ENSMUST00000254177.1,ENSMUSG00000114832.4
ENSMUST00000254169.1,ENSMUSG00000114832.4
ENSMUST00000238552.2,ENSMUSG00000114832.4
ENSMUST00000254173.1,ENSMUSG00000114832.4
ENSMUST00000254176.1,ENSMUSG00000114832.4
ENSMUST00000254175.1,ENSMUSG00000114832.4
ENSMUST00000254179.1,ENSMUSG00000114832.4
ENSMUST00000254330.1,ENSMUSG00000122697.1
ENSMUST00000374365.1,ENSMUSG00000143009.1
ENSMUST00000374366.1,ENSMUSG00000143009.1
ENSMUST00000374361.1,ENSMUSG00000143009.1
ENSMUST00000374367.1,ENSMUSG00000143009.1
ENSMUST00000374362.1,ENSMUSG00000143009.1
ENSMUST00000374364.1,ENSMUSG00000143009.1
ENSMUST00000374363.1,ENSMUSG00000143009.1
ENSMUST00000374368.1,ENSMUSG00000143009.1
ENSMUST00000183357.3,ENSMUSG00000098862.3
ENSMUST00000362942.1,ENSMUSG00000141079.1
ENSMUST00000362943.1,ENSMUSG00000141079.1
ENSMUST00000362944.1,ENSMUSG00000141079.1
ENSMUST00000362946.1,ENSMUSG00000141079.1
ENSMUST00000362945.1,ENSMUSG00000141079.1
ENSMUST00000362947.1,ENSMUSG00000141079.1
ENSMUST00000362948.1,ENSMUSG00000141079.1
ENSMUST00000262939.1,ENSMUSG00000124295.1
ENSMUST00000279717.1,ENSMUSG00000105651.3
ENSMUST00000279716.1,ENSMUSG00000105651.3
ENSMUST00000279703.1,ENSMUSG00000105651.3
ENSMUST00000279704.1,ENSMUSG00000105651.3
ENSMUST00000198307.3,ENSMUSG00000105651.3
ENSMUST00000279705.1,ENSMUSG00000105651.3
ENSMUST00000279737.1,ENSMUSG00000105651.3
ENSMUST00000279729.1,ENSMUSG00000105651.3
ENSMUST00000279709.1,ENSMUSG00000105651.3
ENSMUST00000279706.1,ENSMUSG00000105651.3
ENSMUST00000279741.1,ENSMUSG00000105651.3
ENSMUST00000279736.1,ENSMUSG00000105651.3
ENSMUST00000279732.1,ENSMUSG00000105651.3
ENSMUST00000279730.1,ENSMUSG00000105651.3
ENSMUST00000279731.1,ENSMUSG00000105651.3
ENSMUST00000279728.1,ENSMUSG00000105651.3
ENSMUST00000279708.1,ENSMUSG00000105651.3
ENSMUST00000279707.1,ENSMUSG00000105651.3
ENSMUST00000279751.1,ENSMUSG00000105651.3
ENSMUST00000279750.1,ENSMUSG00000105651.3
ENSMUST00000279747.1,ENSMUSG00000105651.3
ENSMUST00000279734.1,ENSMUSG00000105651.3
ENSMUST00000279733.1,ENSMUSG00000105651.3
ENSMUST00000279715.1,ENSMUSG00000105651.3
ENSMUST00000279710.1,ENSMUSG00000105651.3
ENSMUST00000279742.1,ENSMUSG00000105651.3
ENSMUST00000279712.1,ENSMUSG00000105651.3
ENSMUST00000279743.1,ENSMUSG00000105651.3
ENSMUST00000279746.1,ENSMUSG00000105651.3
ENSMUST00000279744.1,ENSMUSG00000105651.3
ENSMUST00000279745.1,ENSMUSG00000105651.3
ENSMUST00000279713.1,ENSMUSG00000105651.3
ENSMUST00000279711.1,ENSMUSG00000105651.3
ENSMUST00000279714.1,ENSMUSG00000105651.3
ENSMUST00000279752.1,ENSMUSG00000105651.3
ENSMUST00000279723.1,ENSMUSG00000105651.3
ENSMUST00000279721.1,ENSMUSG00000105651.3
ENSMUST00000279718.1,ENSMUSG00000105651.3
ENSMUST00000279754.1,ENSMUSG00000105651.3
ENSMUST00000279753.1,ENSMUSG00000105651.3
ENSMUST00000279738.1,ENSMUSG00000105651.3
ENSMUST00000279727.1,ENSMUSG00000105651.3
ENSMUST00000279725.1,ENSMUSG00000105651.3
ENSMUST00000279724.1,ENSMUSG00000105651.3
ENSMUST00000279722.1,ENSMUSG00000105651.3
ENSMUST00000279720.1,ENSMUSG00000105651.3
ENSMUST00000279719.1,ENSMUSG00000105651.3
ENSMUST00000279726.1,ENSMUSG00000105651.3
ENSMUST00000279739.1,ENSMUSG00000105651.3
ENSMUST00000279740.1,ENSMUSG00000105651.3
ENSMUST00000279735.1,ENSMUSG00000105651.3
ENSMUST00000279748.1,ENSMUSG00000105651.3
ENSMUST00000279749.1,ENSMUSG00000105651.3
ENSMUST00000279932.1,ENSMUSG00000127084.1
ENSMUST00000279933.1,ENSMUSG00000127084.1
ENSMUST00000279935.1,ENSMUSG00000127084.1
ENSMUST00000279936.1,ENSMUSG00000127084.1
ENSMUST00000279934.1,ENSMUSG00000127084.1
ENSMUST00020182696.1,ENSMUSG00002075462.1
ENSMUST00000197222.2,ENSMUSG00000106512.2
ENSMUST00000352870.1,ENSMUSG00000139362.1
ENSMUST00000199038.2,ENSMUSG00000106496.2
ENSMUST00000199777.2,ENSMUSG00000105040.2
ENSMUST00000198751.5,ENSMUSG00000105662.6
ENSMUST00000196841.5,ENSMUSG00000105662.6
ENSMUST00000199182.2,ENSMUSG00000105662.6
ENSMUST00000291956.1,ENSMUSG00000105662.6
ENSMUST00000291954.1,ENSMUSG00000105662.6
ENSMUST00000196349.2,ENSMUSG00000105662.6
ENSMUST00000291961.1,ENSMUSG00000105662.6
ENSMUST00000291963.1,ENSMUSG00000105662.6
ENSMUST00000291962.1,ENSMUSG00000105662.6
ENSMUST00000291959.1,ENSMUSG00000105662.6
ENSMUST00000291952.1,ENSMUSG00000105662.6
ENSMUST00000291953.1,ENSMUSG00000105662.6
ENSMUST00000291955.1,ENSMUSG00000105662.6
ENSMUST00000291964.1,ENSMUSG00000105662.6
ENSMUST00000291969.1,ENSMUSG00000105662.6
ENSMUST00000291968.1,ENSMUSG00000105662.6
ENSMUST00000291965.1,ENSMUSG00000105662.6
ENSMUST00000291966.1,ENSMUSG00000105662.6
ENSMUST00000291967.1,ENSMUSG00000105662.6
ENSMUST00000291957.1,ENSMUSG00000105662.6
ENSMUST00000291960.1,ENSMUSG00000105662.6
ENSMUST00000291769.1,ENSMUSG00000129136.1
ENSMUST00000291765.1,ENSMUSG00000129136.1
ENSMUST00000291763.1,ENSMUSG00000129136.1
ENSMUST00000291760.1,ENSMUSG00000129136.1
ENSMUST00000291758.1,ENSMUSG00000129136.1
ENSMUST00000291771.1,ENSMUSG00000129136.1
ENSMUST00000291761.1,ENSMUSG00000129136.1
ENSMUST00000291775.1,ENSMUSG00000129136.1
ENSMUST00000291773.1,ENSMUSG00000129136.1
ENSMUST00000291774.1,ENSMUSG00000129136.1
ENSMUST00000291770.1,ENSMUSG00000129136.1
ENSMUST00000291767.1,ENSMUSG00000129136.1
ENSMUST00000291768.1,ENSMUSG00000129136.1
ENSMUST00000291766.1,ENSMUSG00000129136.1
ENSMUST00000291764.1,ENSMUSG00000129136.1
ENSMUST00000291772.1,ENSMUSG00000129136.1
ENSMUST00000291762.1,ENSMUSG00000129136.1
ENSMUST00000291759.1,ENSMUSG00000129136.1
ENSMUST00000082900.3,ENSMUSG00000119567.1
ENSMUST00000200351.2,ENSMUSG00000037400.18
ENSMUST00000200445.5,ENSMUSG00000037400.18
ENSMUST00000196700.5,ENSMUSG00000037400.18
ENSMUST00000029257.15,ENSMUSG00000037400.18
ENSMUST00000199892.5,ENSMUSG00000037400.18
ENSMUST00000198599.2,ENSMUSG00000037400.18
ENSMUST00000196965.2,ENSMUSG00000037400.18
ENSMUST00000197003.2,ENSMUSG00000037400.18
ENSMUST00000196409.2,ENSMUSG00000037400.18
ENSMUST00000211902.2,ENSMUSG00000037400.18
ENSMUST00000197764.2,ENSMUSG00000037400.18
ENSMUST00000200130.2,ENSMUSG00000104897.2
ENSMUST00000181445.2,ENSMUSG00000097713.2
ENSMUST00000178098.8,ENSMUSG00000027708.15
ENSMUST00000108182.10,ENSMUSG00000027708.15
ENSMUST00000198389.5,ENSMUSG00000027708.15
ENSMUST00000197489.5,ENSMUSG00000027708.15
ENSMUST00000197546.5,ENSMUSG00000027708.15
ENSMUST00000200661.5,ENSMUSG00000027708.15
ENSMUST00000148465.8,ENSMUSG00000027708.15
ENSMUST00000196261.2,ENSMUSG00000027708.15
ENSMUST00000196263.5,ENSMUSG00000027708.15
ENSMUST00000196115.2,ENSMUSG00000027708.15
ENSMUST00000198362.2,ENSMUSG00000027708.15
ENSMUST00000196270.5,ENSMUSG00000027708.15
ENSMUST00000199173.3,ENSMUSG00000027708.15
ENSMUST00000196174.2,ENSMUSG00000027708.15
ENSMUST00000122858.6,ENSMUSG00000085655.7
ENSMUST00000196662.2,ENSMUSG00000085655.7
ENSMUST00000144542.2,ENSMUSG00000085655.7
ENSMUST00000302423.1,ENSMUSG00000085655.7
ENSMUST00000302425.1,ENSMUSG00000085655.7
ENSMUST00000302422.1,ENSMUSG00000085655.7
ENSMUST00000302421.1,ENSMUSG00000085655.7
ENSMUST00000302424.1,ENSMUSG00000085655.7
ENSMUST00000199608.2,ENSMUSG00000105095.2
ENSMUST00000199113.5,ENSMUSG00000027709.10
ENSMUST00000029259.10,ENSMUSG00000027709.10
ENSMUST00000200552.2,ENSMUSG00000027709.10
ENSMUST00000199092.2,ENSMUSG00000027709.10
ENSMUST00000198515.5,ENSMUSG00000027709.10
ENSMUST00000197580.2,ENSMUSG00000027709.10
ENSMUST00000200163.2,ENSMUSG00000027709.10
ENSMUST00000200162.2,ENSMUSG00000027709.10
ENSMUST00000199006.2,ENSMUSG00000105556.2
ENSMUST00000198634.2,ENSMUSG00000106096.2
ENSMUST00000137198.8,ENSMUSG00000086392.11
ENSMUST00000144118.8,ENSMUSG00000086392.11
ENSMUST00000302742.1,ENSMUSG00000086392.11
ENSMUST00000124469.2,ENSMUSG00000086392.11
ENSMUST00000302743.1,ENSMUSG00000086392.11
ENSMUST00000302740.1,ENSMUSG00000086392.11
ENSMUST00000302741.1,ENSMUSG00000086392.11
ENSMUST00000200469.5,ENSMUSG00000047696.17
ENSMUST00000166644.8,ENSMUSG00000047696.17
ENSMUST00000196964.2,ENSMUSG00000047696.17
ENSMUST00000011492.15,ENSMUSG00000027710.15
ENSMUST00000196648.2,ENSMUSG00000027710.15
ENSMUST00000198987.5,ENSMUSG00000027710.15
ENSMUST00000197344.2,ENSMUSG00000027710.15
ENSMUST00000196535.2,ENSMUSG00000027710.15
ENSMUST00000197588.5,ENSMUSG00000027710.15
ENSMUST00000196395.5,ENSMUSG00000027710.15
ENSMUST00000195896.5,ENSMUSG00000027710.15
ENSMUST00000198050.2,ENSMUSG00000027710.15
ENSMUST00000199193.2,ENSMUSG00000027710.15
ENSMUST00000199794.2,ENSMUSG00000105055.2
ENSMUST00000198622.2,ENSMUSG00000105419.2
ENSMUST00000359038.1,ENSMUSG00000140322.1
ENSMUST00000197653.5,ENSMUSG00000033883.12
ENSMUST00000205077.2,ENSMUSG00000033883.12
ENSMUST00000165956.3,ENSMUSG00000033883.12
ENSMUST00000197447.5,ENSMUSG00000058400.14
ENSMUST00000091227.9,ENSMUSG00000058400.14
ENSMUST00000197275.2,ENSMUSG00000058400.14
ENSMUST00000198885.2,ENSMUSG00000104568.2
ENSMUST00000198416.2,ENSMUSG00000106180.2
ENSMUST00000341257.1,ENSMUSG00000120211.2
ENSMUST00000341258.1,ENSMUSG00000120211.2
ENSMUST00000340963.1,ENSMUSG00000120211.2
ENSMUST00000341260.1,ENSMUSG00000120211.2
ENSMUST00000341259.1,ENSMUSG00000120211.2
ENSMUST00000198215.2,ENSMUSG00000120211.2
ENSMUST00000340964.1,ENSMUSG00000120211.2
ENSMUST00000340965.1,ENSMUSG00000120211.2
ENSMUST00000244286.2,ENSMUSG00000120211.2
ENSMUST00000241893.2,ENSMUSG00000120211.2
ENSMUST00000340967.1,ENSMUSG00000120211.2
ENSMUST00000340971.1,ENSMUSG00000120211.2
ENSMUST00000340969.1,ENSMUSG00000120211.2
ENSMUST00000340968.1,ENSMUSG00000120211.2
ENSMUST00000340966.1,ENSMUSG00000120211.2
ENSMUST00000340970.1,ENSMUSG00000120211.2
ENSMUST00000340972.1,ENSMUSG00000120211.2
ENSMUST00000340973.1,ENSMUSG00000120211.2
ENSMUST00000340974.1,ENSMUSG00000120211.2
ENSMUST00000247156.2,ENSMUSG00000120211.2
ENSMUST00000340975.1,ENSMUSG00000120211.2
ENSMUST00000340977.1,ENSMUSG00000120211.2
ENSMUST00000340976.1,ENSMUSG00000120211.2
ENSMUST00000340979.1,ENSMUSG00000120211.2
ENSMUST00000340978.1,ENSMUSG00000120211.2
ENSMUST00000341261.1,ENSMUSG00000120211.2
ENSMUST00000196870.2,ENSMUSG00000105281.2
ENSMUST00000200194.2,ENSMUSG00000105792.2
ENSMUST00000029266.14,ENSMUSG00000027712.14
ENSMUST00000196097.2,ENSMUSG00000027712.14
ENSMUST00000199478.2,ENSMUSG00000027712.14
ENSMUST00000184519.3,ENSMUSG00000098808.3
ENSMUST00000029268.7,ENSMUSG00000027713.7
ENSMUST00000266348.1,ENSMUSG00000124855.1
ENSMUST00000140203.2,ENSMUSG00000085320.2
ENSMUST00000124606.3,ENSMUSG00000085007.4
ENSMUST00000238836.2,ENSMUSG00000085007.4
ENSMUST00000199064.2,ENSMUSG00000085007.4
ENSMUST00000118210.2,ENSMUSG00000083388.2
ENSMUST00000365392.1,ENSMUSG00000141468.1
ENSMUST00000273881.1,ENSMUSG00000125997.1
ENSMUST00000273883.1,ENSMUSG00000125997.1
ENSMUST00000273882.1,ENSMUSG00000125997.1
ENSMUST00000273889.1,ENSMUSG00000125997.1
ENSMUST00000273888.1,ENSMUSG00000125997.1
ENSMUST00000273886.1,ENSMUSG00000125997.1
ENSMUST00000273884.1,ENSMUSG00000125997.1
ENSMUST00000273885.1,ENSMUSG00000125997.1
ENSMUST00000273887.1,ENSMUSG00000125997.1
ENSMUST00000155866.8,ENSMUSG00000027714.12
ENSMUST00000029269.12,ENSMUSG00000027714.12
ENSMUST00000138636.8,ENSMUSG00000027714.12
ENSMUST00000149041.8,ENSMUSG00000027714.12
ENSMUST00000136890.2,ENSMUSG00000027714.12
ENSMUST00000133854.4,ENSMUSG00000027714.12
ENSMUST00000156100.3,ENSMUSG00000027714.12
ENSMUST00000131316.2,ENSMUSG00000027714.12
ENSMUST00000029270.10,ENSMUSG00000027715.10
ENSMUST00000156575.2,ENSMUSG00000027715.10
ENSMUST00000196316.2,ENSMUSG00000027715.10
ENSMUST00000147380.2,ENSMUSG00000027715.10
ENSMUST00000145309.2,ENSMUSG00000027715.10
ENSMUST00000040148.11,ENSMUSG00000037325.11
ENSMUST00000108156.9,ENSMUSG00000037325.11
ENSMUST00000108155.8,ENSMUSG00000037325.11
